INFO  - 2014-01-23 20:55:50.435; org.eclipse.jetty.server.Server; jetty-8.1.10.v20130312
INFO  - 2014-02-15 10:24:24.394; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488664386&_=1392488664387&wt=json} hits=0 status=0 QTime=1 
INFO  - 2014-02-15 10:24:24.395; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488664386&_=1392488664387&wt=json} status=0 QTime=2 
INFO  - 2014-02-15 10:24:25.442; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488665433&_=1392488665435&wt=json} hits=0 status=0 QTime=1 
INFO  - 2014-02-15 10:24:25.443; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488665433&_=1392488665435&wt=json} status=0 QTime=2 
INFO  - 2014-02-15 10:24:27.272; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488667263&_=1392488667264&wt=json} hits=0 status=0 QTime=1 
INFO  - 2014-02-15 10:24:27.273; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488667263&_=1392488667264&wt=json} status=0 QTime=2 
INFO  - 2014-02-15 10:24:29.421; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488669414&_=1392488669415&wt=json} hits=0 status=0 QTime=1 
INFO  - 2014-02-15 10:24:29.423; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488669414&_=1392488669415&wt=json} status=0 QTime=2 
INFO  - 2014-02-15 10:24:31.999; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488671993&_=1392488671994&wt=json} hits=0 status=0 QTime=0 
INFO  - 2014-02-15 10:24:32.000; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/ping params={ts=1392488671993&_=1392488671994&wt=json} status=0 QTime=1 
INFO  - 2014-02-15 10:24:49.577; org.apache.solr.core.SolrCore; [collection1] webapp=/solr path=/admin/mbeans params={stats=true&_=1392488689467&wt=json} status=0 QTime=83 
INFO  - 2014-02-15 10:27:10.315; org.eclipse.jetty.server.Server; Graceful shutdown SocketConnector@0.0.0.0:8983
INFO  - 2014-02-15 10:27:10.317; org.eclipse.jetty.server.Server; Graceful shutdown o.e.j.w.WebAppContext{/solr,file:/home/jesse/Desktop/solr-4.6.0/example/solr-webapp/webapp/},/home/jesse/Desktop/solr-4.6.0/example/webapps/solr.war
INFO  - 2014-02-15 10:27:11.320; org.apache.solr.core.CoreContainer; Shutting down CoreContainer instance=836722465
INFO  - 2014-02-15 10:27:11.322; org.apache.solr.core.SolrCore; [collection1]  CLOSING SolrCore org.apache.solr.core.SolrCore@45d18084
INFO  - 2014-02-15 10:27:11.323; org.apache.solr.update.DirectUpdateHandler2; closing DirectUpdateHandler2{commits=1,autocommit maxTime=15000ms,autocommits=0,soft autocommits=0,optimizes=0,rollbacks=0,expungeDeletes=0,docsPending=0,adds=0,deletesById=0,deletesByQuery=0,errors=0,cumulative_adds=32,cumulative_deletesById=0,cumulative_deletesByQuery=0,cumulative_errors=0}
INFO  - 2014-02-15 10:27:11.324; org.apache.solr.update.SolrCoreState; Closing SolrCoreState
INFO  - 2014-02-15 10:27:11.325; org.apache.solr.update.DefaultSolrCoreState; SolrCoreState ref count has reached 0 - closing IndexWriter
INFO  - 2014-02-15 10:27:11.325; org.apache.solr.update.DefaultSolrCoreState; closing IndexWriter with IndexWriterCloser
INFO  - 2014-02-15 10:27:11.329; org.apache.solr.core.SolrCore; [collection1] Closing main searcher on request.
INFO  - 2014-02-15 10:27:11.332; org.apache.solr.core.CachingDirectoryFactory; Closing NRTCachingDirectoryFactory - 2 directories currently being tracked
INFO  - 2014-02-15 10:27:11.348; org.apache.solr.core.CachingDirectoryFactory; looking to close /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data/index [CachedDir<<refCount=0;path=/home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data/index;done=false>>]
INFO  - 2014-02-15 10:27:11.349; org.apache.solr.core.CachingDirectoryFactory; Closing directory: /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data/index
INFO  - 2014-02-15 10:27:11.349; org.apache.solr.core.CachingDirectoryFactory; looking to close /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data [CachedDir<<refCount=0;path=/home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data;done=false>>]
INFO  - 2014-02-15 10:27:11.350; org.apache.solr.core.CachingDirectoryFactory; Closing directory: /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data
INFO  - 2014-02-15 10:27:11.355; org.eclipse.jetty.server.handler.ContextHandler; stopped o.e.j.w.WebAppContext{/solr,file:/home/jesse/Desktop/solr-4.6.0/example/solr-webapp/webapp/},/home/jesse/Desktop/solr-4.6.0/example/webapps/solr.war
INFO  - 2014-02-15 19:29:45.741; org.eclipse.jetty.server.Server; jetty-8.1.10.v20130312
INFO  - 2014-02-15 19:29:45.830; org.eclipse.jetty.deploy.providers.ScanningAppProvider; Deployment monitor /home/jesse/Desktop/solr-4.6.0/example/contexts at interval 0
INFO  - 2014-02-15 19:29:45.874; org.eclipse.jetty.deploy.DeploymentManager; Deployable added: /home/jesse/Desktop/solr-4.6.0/example/contexts/solr-jetty-context.xml
INFO  - 2014-02-15 19:29:49.347; org.eclipse.jetty.webapp.StandardDescriptorProcessor; NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
INFO  - 2014-02-15 19:29:49.471; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init()
INFO  - 2014-02-15 19:29:49.521; org.apache.solr.core.SolrResourceLoader; JNDI not configured for solr (NoInitialContextEx)
INFO  - 2014-02-15 19:29:49.521; org.apache.solr.core.SolrResourceLoader; solr home defaulted to 'solr/' (could not find system property or JNDI)
INFO  - 2014-02-15 19:29:49.523; org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: 'solr/'
INFO  - 2014-02-15 19:29:49.846; org.apache.solr.core.ConfigSolr; Loading container configuration from /home/jesse/Desktop/solr-4.6.0/example/solr/solr.xml
INFO  - 2014-02-15 19:29:50.330; org.apache.solr.core.ConfigSolrXml; Config-defined core root directory: 
INFO  - 2014-02-15 19:29:50.373; org.apache.solr.core.CoreContainer; New CoreContainer 836722465
INFO  - 2014-02-15 19:29:50.374; org.apache.solr.core.CoreContainer; Loading cores into CoreContainer [instanceDir=solr/]
INFO  - 2014-02-15 19:29:50.422; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting socketTimeout to: 0
INFO  - 2014-02-15 19:29:50.422; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting urlScheme to: http://
INFO  - 2014-02-15 19:29:50.423; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting connTimeout to: 0
INFO  - 2014-02-15 19:29:50.423; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting maxConnectionsPerHost to: 20
INFO  - 2014-02-15 19:29:50.428; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting corePoolSize to: 0
INFO  - 2014-02-15 19:29:50.428; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting maximumPoolSize to: 2147483647
INFO  - 2014-02-15 19:29:50.429; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting maxThreadIdleTime to: 5
INFO  - 2014-02-15 19:29:50.429; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting sizeOfQueue to: -1
INFO  - 2014-02-15 19:29:50.430; org.apache.solr.handler.component.HttpShardHandlerFactory; Setting fairnessPolicy to: false
INFO  - 2014-02-15 19:29:51.098; org.apache.solr.logging.LogWatcher; SLF4J impl is org.slf4j.impl.Log4jLoggerFactory
INFO  - 2014-02-15 19:29:51.100; org.apache.solr.logging.LogWatcher; Registering Log Listener [Log4j (org.slf4j.impl.Log4jLoggerFactory)]
INFO  - 2014-02-15 19:29:51.184; org.apache.solr.core.CorePropertiesLocator; Looking for core definitions underneath /home/jesse/Desktop/solr-4.6.0/example/solr
INFO  - 2014-02-15 19:29:51.232; org.apache.solr.core.CorePropertiesLocator; Found core collection1 in /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/
INFO  - 2014-02-15 19:29:51.236; org.apache.solr.core.CorePropertiesLocator; Found 1 core definitions
INFO  - 2014-02-15 19:29:51.240; org.apache.solr.core.CoreContainer; Creating SolrCore 'collection1' using instanceDir: /home/jesse/Desktop/solr-4.6.0/example/solr/collection1
INFO  - 2014-02-15 19:29:51.241; org.apache.solr.core.SolrResourceLoader; new SolrResourceLoader for directory: '/home/jesse/Desktop/solr-4.6.0/example/solr/collection1/'
INFO  - 2014-02-15 19:29:51.474; org.apache.solr.core.SolrConfig; Adding specified lib dirs to ClassLoader
INFO  - 2014-02-15 19:29:51.490; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/jempbox-1.8.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.491; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/dom4j-1.6.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.492; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/icu4j-49.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.492; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/xercesImpl-2.9.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.493; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/metadata-extractor-2.6.2.jar' to classloader
INFO  - 2014-02-15 19:29:51.493; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/tika-parsers-1.4.jar' to classloader
INFO  - 2014-02-15 19:29:51.496; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/jdom-1.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.496; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/commons-compress-1.4.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.497; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/rome-0.9.jar' to classloader
INFO  - 2014-02-15 19:29:51.497; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/vorbis-java-core-0.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.498; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/juniversalchardet-1.0.3.jar' to classloader
INFO  - 2014-02-15 19:29:51.498; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/poi-scratchpad-3.9.jar' to classloader
INFO  - 2014-02-15 19:29:51.499; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/bcprov-jdk15-1.45.jar' to classloader
INFO  - 2014-02-15 19:29:51.499; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/fontbox-1.8.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.500; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/tika-core-1.4.jar' to classloader
INFO  - 2014-02-15 19:29:51.500; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/xmlbeans-2.3.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.504; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/xz-1.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.505; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/tagsoup-1.2.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.505; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/poi-ooxml-schemas-3.9.jar' to classloader
INFO  - 2014-02-15 19:29:51.506; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/poi-3.9.jar' to classloader
INFO  - 2014-02-15 19:29:51.508; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/pdfbox-1.8.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.508; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/isoparser-1.0-RC-1.jar' to classloader
INFO  - 2014-02-15 19:29:51.519; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/boilerpipe-1.1.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.520; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/vorbis-java-tika-0.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.520; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/bcmail-jdk15-1.45.jar' to classloader
INFO  - 2014-02-15 19:29:51.521; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/apache-mime4j-core-0.7.2.jar' to classloader
INFO  - 2014-02-15 19:29:51.521; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/apache-mime4j-dom-0.7.2.jar' to classloader
INFO  - 2014-02-15 19:29:51.522; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/netcdf-4.2-min.jar' to classloader
INFO  - 2014-02-15 19:29:51.522; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/extraction/lib/poi-ooxml-3.9.jar' to classloader
INFO  - 2014-02-15 19:29:51.537; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/dist/solr-cell-4.6.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.539; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/clustering/lib/mahout-collections-1.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.540; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/clustering/lib/mahout-math-0.6.jar' to classloader
INFO  - 2014-02-15 19:29:51.540; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/clustering/lib/jackson-mapper-asl-1.7.4.jar' to classloader
INFO  - 2014-02-15 19:29:51.541; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/clustering/lib/simple-xml-2.7.jar' to classloader
INFO  - 2014-02-15 19:29:51.542; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/clustering/lib/hppc-0.5.2.jar' to classloader
INFO  - 2014-02-15 19:29:51.542; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/clustering/lib/carrot2-mini-3.8.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.543; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/clustering/lib/attributes-binder-1.2.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.544; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/clustering/lib/jackson-core-asl-1.7.4.jar' to classloader
INFO  - 2014-02-15 19:29:51.546; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/dist/solr-clustering-4.6.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.548; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/langid/lib/jsonic-1.2.7.jar' to classloader
INFO  - 2014-02-15 19:29:51.548; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/langid/lib/langdetect-1.1-20120112.jar' to classloader
INFO  - 2014-02-15 19:29:51.550; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/dist/solr-langid-4.6.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.553; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/velocity/lib/velocity-tools-2.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.554; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/velocity/lib/commons-beanutils-1.7.0.jar' to classloader
INFO  - 2014-02-15 19:29:51.558; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/velocity/lib/commons-collections-3.2.1.jar' to classloader
INFO  - 2014-02-15 19:29:51.559; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/contrib/velocity/lib/velocity-1.7.jar' to classloader
INFO  - 2014-02-15 19:29:51.561; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/jesse/Desktop/solr-4.6.0/dist/solr-velocity-4.6.0.jar' to classloader
INFO  - 2014-02-15 19:29:52.544; org.apache.solr.update.SolrIndexConfig; IndexWriter infoStream solr logging is enabled
INFO  - 2014-02-15 19:29:52.557; org.apache.solr.core.SolrConfig; Using Lucene MatchVersion: LUCENE_46
INFO  - 2014-02-15 19:29:52.858; org.apache.solr.core.SolrConfig; Loaded SolrConfig: solrconfig.xml
INFO  - 2014-02-15 19:29:52.873; org.apache.solr.schema.IndexSchema; Reading Solr Schema from schema.xml
INFO  - 2014-02-15 19:29:53.205; org.apache.solr.schema.IndexSchema; [collection1] Schema name=example
INFO  - 2014-02-15 19:29:54.379; org.apache.solr.schema.IndexSchema; unique key field: id
INFO  - 2014-02-15 19:29:54.703; org.apache.solr.schema.FileExchangeRateProvider; Reloading exchange rates from file currency.xml
INFO  - 2014-02-15 19:29:54.728; org.apache.solr.schema.FileExchangeRateProvider; Reloading exchange rates from file currency.xml
INFO  - 2014-02-15 19:29:55.089; org.apache.solr.core.SolrCore; solr.NRTCachingDirectoryFactory
INFO  - 2014-02-15 19:29:55.109; org.apache.solr.core.SolrCore; [collection1] Opening new SolrCore at /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/, dataDir=/home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data/
INFO  - 2014-02-15 19:29:55.112; org.apache.solr.core.JmxMonitoredMap; No JMX servers found, not exposing Solr information with JMX.
INFO  - 2014-02-15 19:29:55.135; org.apache.solr.core.SolrCore; [collection1] Added SolrEventListener for newSearcher: org.apache.solr.core.QuerySenderListener{queries=[]}
INFO  - 2014-02-15 19:29:55.136; org.apache.solr.core.SolrCore; [collection1] Added SolrEventListener for firstSearcher: org.apache.solr.core.QuerySenderListener{queries=[{q=static firstSearcher warming in solrconfig.xml}]}
INFO  - 2014-02-15 19:29:55.203; org.apache.solr.core.CachingDirectoryFactory; return new directory for /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data
INFO  - 2014-02-15 19:29:55.205; org.apache.solr.core.SolrCore; New index directory detected: old=null new=/home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data/index/
INFO  - 2014-02-15 19:29:55.207; org.apache.solr.core.CachingDirectoryFactory; return new directory for /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data/index
INFO  - 2014-02-15 19:29:55.236; org.apache.solr.core.SolrCore; created json: solr.JSONResponseWriter
INFO  - 2014-02-15 19:29:55.236; org.apache.solr.core.SolrCore; adding lazy queryResponseWriter: solr.VelocityResponseWriter
INFO  - 2014-02-15 19:29:55.238; org.apache.solr.core.SolrCore; created velocity: solr.VelocityResponseWriter
INFO  - 2014-02-15 19:29:55.251; org.apache.solr.core.SolrCore; created xslt: solr.XSLTResponseWriter
INFO  - 2014-02-15 19:29:55.251; org.apache.solr.response.XSLTResponseWriter; xsltCacheLifetimeSeconds=5
INFO  - 2014-02-15 19:29:55.435; org.apache.solr.core.SolrCore; no updateRequestProcessorChain defined as default, creating implicit default
INFO  - 2014-02-15 19:29:55.452; org.apache.solr.core.RequestHandlers; created /select: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.453; org.apache.solr.core.RequestHandlers; created /query: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.457; org.apache.solr.core.RequestHandlers; created /get: solr.RealTimeGetHandler
INFO  - 2014-02-15 19:29:55.457; org.apache.solr.core.RequestHandlers; created /browse: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.464; org.apache.solr.core.RequestHandlers; created /update: solr.UpdateRequestHandler
WARN  - 2014-02-15 19:29:55.500; org.apache.solr.core.SolrResourceLoader; Solr loaded a deprecated plugin/analysis class [solr.JsonUpdateRequestHandler]. Please consult documentation how to replace it accordingly.
INFO  - 2014-02-15 19:29:55.502; org.apache.solr.core.RequestHandlers; created /update/json: solr.JsonUpdateRequestHandler
WARN  - 2014-02-15 19:29:55.507; org.apache.solr.core.SolrResourceLoader; Solr loaded a deprecated plugin/analysis class [solr.CSVRequestHandler]. Please consult documentation how to replace it accordingly.
INFO  - 2014-02-15 19:29:55.508; org.apache.solr.core.RequestHandlers; created /update/csv: solr.CSVRequestHandler
INFO  - 2014-02-15 19:29:55.508; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.extraction.ExtractingRequestHandler
INFO  - 2014-02-15 19:29:55.510; org.apache.solr.core.RequestHandlers; created /update/extract: solr.extraction.ExtractingRequestHandler
INFO  - 2014-02-15 19:29:55.510; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.FieldAnalysisRequestHandler
INFO  - 2014-02-15 19:29:55.511; org.apache.solr.core.RequestHandlers; created /analysis/field: solr.FieldAnalysisRequestHandler
INFO  - 2014-02-15 19:29:55.511; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.DocumentAnalysisRequestHandler
INFO  - 2014-02-15 19:29:55.511; org.apache.solr.core.RequestHandlers; created /analysis/document: solr.DocumentAnalysisRequestHandler
INFO  - 2014-02-15 19:29:55.517; org.apache.solr.core.RequestHandlers; created /admin/: solr.admin.AdminHandlers
INFO  - 2014-02-15 19:29:55.522; org.apache.solr.core.RequestHandlers; created /admin/ping: solr.PingRequestHandler
INFO  - 2014-02-15 19:29:55.526; org.apache.solr.core.RequestHandlers; created /debug/dump: solr.DumpRequestHandler
INFO  - 2014-02-15 19:29:55.546; org.apache.solr.core.RequestHandlers; created /replication: solr.ReplicationHandler
INFO  - 2014-02-15 19:29:55.547; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.547; org.apache.solr.core.RequestHandlers; created /spell: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.547; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.548; org.apache.solr.core.RequestHandlers; created /tvrh: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.548; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: org.apache.solr.handler.js.JavaScriptRequestHandler
INFO  - 2014-02-15 19:29:55.548; org.apache.solr.core.RequestHandlers; created /js: org.apache.solr.handler.js.JavaScriptRequestHandler
INFO  - 2014-02-15 19:29:55.549; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.549; org.apache.solr.core.RequestHandlers; created /terms: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.549; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.550; org.apache.solr.core.RequestHandlers; created /elevate: solr.SearchHandler
INFO  - 2014-02-15 19:29:55.598; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2014-02-15 19:29:55.603; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2014-02-15 19:29:55.604; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2014-02-15 19:29:55.690; org.apache.solr.update.CommitTracker; Hard AutoCommit: if uncommited for 15000ms; 
INFO  - 2014-02-15 19:29:55.690; org.apache.solr.update.CommitTracker; Soft AutoCommit: disabled
INFO  - 2014-02-15 19:29:55.826; org.apache.solr.core.SolrDeletionPolicy; SolrDeletionPolicy.onInit: commits: num=1
	commit{dir=NRTCachingDirectory(org.apache.lucene.store.MMapDirectory@/home/jesse/Desktop/solr-4.6.0/example/solr/collection1/data/index lockFactory=org.apache.lucene.store.NativeFSLockFactory@706a4d1a; maxCacheMB=48.0 maxMergeSizeMB=4.0),segFN=segments_3,generation=3}
INFO  - 2014-02-15 19:29:55.827; org.apache.solr.core.SolrDeletionPolicy; newest commit generation = 3
INFO  - 2014-02-15 19:29:55.899; org.apache.solr.search.SolrIndexSearcher; Opening Searcher@1ae2b9e5 main
INFO  - 2014-02-15 19:29:55.909; org.apache.solr.handler.component.SpellCheckComponent; Initializing spell checkers
INFO  - 2014-02-15 19:29:55.922; org.apache.solr.spelling.DirectSolrSpellChecker; init: {name=default,field=text,classname=solr.DirectSolrSpellChecker,distanceMeasure=internal,accuracy=0.5,maxEdits=2,minPrefix=1,maxInspections=5,minQueryLength=4,maxQueryFrequency=0.01}
INFO  - 2014-02-15 19:29:55.937; org.apache.solr.handler.component.SpellCheckComponent; No queryConverter defined, using default converter
INFO  - 2014-02-15 19:29:55.942; org.apache.solr.handler.component.QueryElevationComponent; Loading QueryElevation from: /home/jesse/Desktop/solr-4.6.0/example/solr/collection1/conf/elevate.xml
INFO  - 2014-02-15 19:29:56.003; org.apache.solr.handler.ReplicationHandler; Commits will be reserved for  10000
INFO  - 2014-02-15 19:29:56.004; org.apache.solr.core.QuerySenderListener; QuerySenderListener sending requests to Searcher@1ae2b9e5 main{StandardDirectoryReader(segments_3:7:nrt _1(4.6):C32)}
INFO  - 2014-02-15 19:29:56.008; org.apache.solr.core.CoreContainer; registering core: collection1
INFO  - 2014-02-15 19:29:56.013; org.apache.solr.servlet.SolrDispatchFilter; user.dir=/home/jesse/Desktop/solr-4.6.0/example
INFO  - 2014-02-15 19:29:56.015; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init() done
INFO  - 2014-02-15 19:29:56.182; org.eclipse.jetty.server.AbstractConnector; Started SocketConnector@0.0.0.0:8983
INFO  - 2014-02-15 19:29:56.249; org.apache.solr.core.SolrCore; [collection1] webapp=null path=null params={event=firstSearcher&q=static+firstSearcher+warming+in+solrconfig.xml&distrib=false} hits=3 status=0 QTime=241 
INFO  - 2014-02-15 19:29:56.266; org.apache.solr.core.QuerySenderListener; QuerySenderListener done.
